,date,review,rating,isEdited,title,userName,developerResponse
10,2020-03-12 05:53:50,"If it wasn’t for GoFund me ,  I’m not sure what our family would be going thru right now. Medical Bills were just piling up in spite of medical insurance we were all at a loss of options. Feeling hopeless.  It’s hard enough seeing my baby granddaughter just deteriorating in front of our eyes and her parents struggling. All doors quickly closing until a friend said I should do a GoFundMe account for them.  I remember thinking, I don’t know anything about that or how to even go about it.  She offered to help and said it was  not hard to set up.  I then started looking into it and it was a God send.  Since that day the skies opened up now the family can focus on getting the help they need. We’re still a long way from the goal but working our way through it.   It helps emotionally to have some sort of lifeline Within this difficult situation.  Setting it up wasn’t hard and you are guided with step by step instructions.  Thank you GoFundMe.",5,False,Life saver for Baby Fay’s heart surgery,t4home,
11,2022-02-16 22:14:13,"Communities page is a joke, you can’t post there but you never see any pages until you search them directly. Should be better organized and show how you can help someone close to you in your city, state, even country. Personally see that other pages are displayed on the community page and not based on relativity or demographics. I get links to pages that aren’t even in this country. I see post for dogs from TikTok at the top of those lists more than I do people. Sad to see that people are directed to pages that have less impact than others may have helping someone in need. Seems like your contending with social existence and popularity than asking to be seen by people who may have seen or heard the story behind your post. Just poorly thought through, I seen a dog raise more money than a death of a loved one or even someone in need of support for medical or housing. Sad to see that people can’t find you unless you post the posts yourself, as well as verified donation pages, so many think it’s a scam and you can’t show truth in your post like media pertaining to your page.",2,False,Posting limitations,22gmoney,
12,2024-01-04 16:35:27,"I find it very horrible that a company that’s suppose to fund people take a way such a large amount of money when it comes to transferring. I made a go fund me for my general mangers sick dog who’s his best friend of 9 years with a very expensive disorder. My old dog had the same thing many years ago. Our goal is $9000 and my sister ruined the surprise when she told him she thought it was great we already made over a thousand dollars on go fund me (we work together, that’s how she told him) but I told it was a surprise. I was frustrated already. We had gone past $1000, we actually raised $2033 so I was excited at least since we made a thousand and more on top. I knew go fund me had some fees but it took away $68 leaving us below $2000. I was devastated because pretty much the entire restaurant donated to him and even though we weren’t expecting to hit our goal it was still so nice thinking we’d have $2000 for him. I figured maybe they'd charge $30 but I’m really upset an app like this could charge so much when people are already struggling as it is and you just want to make profit off of it. It’s sick and I wouldn’t recommend using this app:(",1,False,Charging on each donation,Amiew?,
13,2022-12-29 14:53:09,"I’m beyond satisfied with this platform I send blessing to the creators of go fund me .
I couldn’t have done this without this platform no way😊!
 it’s the best thing I’ve every experienced in getting support with funds in my entire life!!
 I loved the professional way it allows you to share your dilemma 
It offers the full support needed in collecting the funds . 
I love how it helped me in acknowledging all the donors personally or the option to use self created templates that’s excellent ! I love that they had thank you notes that was such a nice feature. I appreciated how they calculated all the funds and gave me up to date alerts with full explanation . I love that I had space to share images ,updates and photos Go find thought of every way to share gratitude Go fund me  is simply the Best !!!!!
thank you for all of your help to send my husband off properly .
I could NOT have done this without Go fund me at all ☺️
Giving thanks to my administrator Lb for suggesting and setting it up for me . I knew I wanted to try Go fund me my emotions were overwhelming me once I asked Lb to assist me she set it all up for me . I was nervous at first to navigate it on my own but this easy clear platform made it so easy . So thank you Go Fund Me for helping me give my family a sweet beautiful memory of love , support,community and trust . You take so little and give so much your service truly is priceless .",5,False,Pete’s ascension,sassy circus,
14,2023-06-17 19:06:15,"That’s how I feel about this organization. My family and I were flailing and they helped us land in a soft safe place and get some relief. I won’t even go into why I’m on the site in detail. I will say that I have had professional treatment from this group - and that includes a lot of patience with me being very emotional some days and not being very professional myself. They are kind, and explain why policies are what they are, and answer any questions you have, big or small. When they say they have expert help and will help you with your page they mean it. I encourage you to read the daily tips, and take advantage of all the written resources that are available. It will truly help you with your fundraising, and you won’t feel as though you are David against Goliath. You’ll feel as though you have a champion. Carol",5,False,Can’t believe they supplied a family with parachutes in a plane crash,Treys Callie,
15,2021-06-16 03:26:15,"I lost my Mother unexpectedly and I set up a GoFundMe account to cover the expenses. I received a confirmation email stating that my information was correct and deposits would be made only for the day of deposit to happen to receive another email stating the the withdrawal is unsuccessful. I emailed Customer Service and was told that it was only the first withdrawal was unsuccessful but the other withdrawals are fine. I received another email stating that the second withdrawal was unsuccessful as well. I also received another email stating that I would receive another withdrawal amount that totals the amount of the first 2 unsuccessful withdrawals. Meanwhile, the funeral home is on my back about money that I have to wait 2 to 5 business days to receive only to receive an email the day before the deposit stating that the withdrawal is unsuccessful. This has been a terrible experience. GoFundMe charges fees to the donor and to the receiver. However, I’m sure that they have collected their fees while I continue to wait the standard “2-5 business days “ that gets reset every 2-5 business days when it’s time to receive the money",1,False,Would not use again,Marie Brown's Review,"{'id': 23562237, 'body': ""Thank you for taking the time to leave a review, Marie. We are really sorry to hear of the loss of your mother, please, accept our condolences. We are seeing that one of our agents has helped you with the withdrawals and everything was resolved.\n\nFor context, banks have the option of sending immediate wire transfers, while our payment processor uses ACH transfers and these can take a few days to complete. We don't charge our donors, there is a standard transaction fee of 2.9% plus $0.30 per donation that allows for credit card processing and safe transfer of funds. Additional transaction fees, including credit and debit charges, apply. You can learn more about our pricing and fees here https://support.gofundme.com/hc/en-us/articles/203604424-Fees-on-GoFundMe.\n\nWe apologize for the inconvenience that you were having and we'll always be here to support you if you need anything else at all."", 'modified': '2021-06-24T09:34:37Z'}"
16,2023-01-18 03:25:14,"Honestly,  it was hard for me to start a campaign on GoFundMe because I felt inadequate having to ask friends and family for money. But once I committed and started my campaign my circle of friends and family thanked me for giving them a way to help. Everyone also supported me emotionally and several people gave effective pep talks. GoFundMe has a place where friends can write a note to me  after they contribute which is nice. Several friends wrote supportive messages there. 

I had a major neck surgery and the next day major spine surgery. The recovery time is 3 months. I met about 70% of my GoFundMe goal and the donations were invaluable. They paid for petsitter’s, IV antibiotic infusion programs and caregivers that came to my home to make meals, help with light housework, do laundry snd double-check my medication schedule. I was able to concentrate on healing.

The GoFundMe app is easy to use. I highly recommend GoFundMe!",5,False,My Saving Grace,Feinberg's,
17,2021-04-29 01:43:27,"Due to the pandemic, I lost my job in April 2020. At 61 years old, I’m struggling to find a similar job, since I was the major breadwinner for our family. I took up bike riding to keep in shape. When my 32 year old daughter, Heather, asked to go with me, it broke my heart that I couldn’t grant that request. You see, Heather has Down Syndrome and struggled with riding independently. I started to research tagalong bikes, but when we tried one out, Heather wasn’t able to balance. Next I found a Special Needs Bike Trailer that accommodates an adult. But it was close to a thousand dollars. I looked for funding, and not finding any, someone suggested GoFundMe. It took me over a week to finally set it up, because I’m not used to asking for help. I am brought to tears with every donation. Thank you Go Fund Me and all donors for making a difference in people’s lives.",5,False,"It’s never easy to ask for help, thank God for GoFundMe",Popp tart,
18,2023-08-15 18:34:52,"Recently I had a friend that was battling a life ending disease call Renal Amyladosis. Not being able to work, bills piling up and hospital visits made life even worse than just having the disease itself. Go fund me has allowed me to reach many more people to help my friend  than I would have been able to by myself. Unfortunately my friend passed away, but the fundraiser has helped his family pay for expenses that goes along with death. It’s really nice to see that people still care for others. Some people say that they don’t want to donate money to a company that takes a percentage of the money, but I understand that the amount is very minimal for the service provided by Go Fund Me. Honestly, a lot of people use that as an excuse to not donate. I’m very thankful to have a platform that helps people. Thank you!",5,False,Go Find Me is a God send.,Newtm2,
19,2021-11-10 22:52:52,My daughter and I use this for operation food search fundraiser that she does every year. I have use the fundraising tool through operation food search before howeverI can’t see who makes donations real time since they don’t give me access. So I like the control of being able to see how quickly donations are coming in and thank people right away. Plus they make an automatic deposit to operation food search so I don’t have to withdraw any money later and take it to them. Which is also a win for me :-) however I do not like how go fund me asks for money from the people that are donating. Older people don’t understand that you can skip that part and therefore they just want to give me a check. Which is a huge hassle. Go fund me is already taking a portion of my donations so I’m not sure why they need to ask for additional pay. That is why I’m taking off the one star.,4,False,Easy but,Piperpax,
20,2024-02-14 02:19:49,"I found myself in a very difficult situation with a housefire! Go fund me enabled me to reach people to get the help that I desperately need! Not only the financial aspect of it. But the kind outpouring of good wishes and support from my neighbors and strangers that I’ve never met. Without a service like GoFundMe. I would’ve never been able to reach anyone for this kind of help! Most of my friends and relatives have passed. My circle of friends and family have shrank, to the point where almost no one is left to help me, in a time of crisis like this. So I am forever grateful, for the service and the good that can come out of it, not only for me, but for the many others that have come before me, and will come after me! So many thanks to the builders and the staff behind go fund me! I am forever, grateful that this service exists!",5,False,Best Service Ever!,Denny5135,
21,2022-12-30 15:48:37,"Most Gofundme funds I see are for people’s medical expenses. Then come basic needs, such as rent, food, safety from abuse, childcare. Third most common is why I used it recently:  pet health expenses. 
This worked well - while sure I could have used PayPal, Venmo, or other direct payment solutions, this helps coordinate the efforts, show progress, and give context. I even received a few donations from people I don’t know, and it may have been from the social features.  I was able to raise enough to fund most of my cat’s cancer radiation treatment without going broke. That’s great!
The tragic part is that conditions are that people need to turn to such a tool for simple survival, since the US doesn’t have much of a social safety net nor universal healthcare. 
UX works pretty well, though it may help if the user only has one fund, they can default to that.  Otherwise, pretty good as an app overall.",4,False,Tragically necessary,Prince of Sneks,
22,2022-11-26 23:21:19,After having supported a number of campaigns friends family and just others that I’ve come across I was always impressed with gofundme as a tool for those who had a cause and wanted to bring that cause to their community whether near or far. Two weeks ago I was shocked to discover that there is a cancer and a battle that lies ahead of me. As a serial entrepreneur and a professor and mentor who is also used crowdfunding to kickstart ventures I stepped back and looked at my situation with cancer and realized there could be no better way to create a community of support and gain support for the battle that lives ahead. I cannot say enough positive things about this platform other than to say thank God it’s here and to thank from the bottom of my heart those who create sustain and grow it.,5,False,A Platform That Matters Greatly,Brianstyle,
23,2022-08-05 12:11:34,"The app and platform are complete trash despite my love for the concept of crowdfunding. First encountered issues even just trying to set up the fundraiser. Ended up having to use a completely different email address, which is fine, but I learned that through trial and error, not by actually getting an error message. The app constantly displays a total different than the total seen through the shareable link even before the beneficiary withdrew anything. When the beneficiary tried to set up withdrawals she too had to use a different email address, but again she didn’t get an error message telling her to do so—I had to do my own research online, across websites other than GoFundMe. I keep getting emails telling me to set up withdrawals even though I already have, yet when I try to access the withdrawal page of my fundraiser to check into it the app redirects me to a general or starting page where it asks me to start a fundraiser. This is my first and last time using GoFundMe for this purpose.",1,False,"Great concept, terrible platform",JaneDoe4971,
24,2022-12-11 05:35:04,"Im so thankful for  “GoFundMe” 
I have donated on this site an was happy I could help someone in time of need . I felt it was safe an easy to sign up .But never did I need to do a fundraiser  myself my Son moved to New York New York from California. he’s apartment building caught fire an he was devastated so I remembered GoFundMe yes I can help raise money for him to rebuild.I did have to link my bank account because I needed to deposit the funds to an account. It was great it took a few days before before I received the funds so I can transfer to my Son. It was easy to thank people who where kind to donate an show my son how  much they cared . The only thing I didn’t like is there’s no person to talk to live . Yes you can chat with people but I prefer old school a real live person to talk to. Im so thankful to GoFundMe",5,False,Thankful,Fitfun4life,
25,2021-01-20 18:41:59,"Gofundme is a horrible resource to use . They made the death of my husband and sons father even more painful. I asked for their help to raise $5k to lay my son’s father to rest and purchase his headstone. ( Long story short, his family tried to embezzle me out of thousands of dollars plus the gofundme donations for their personal gain- when I refused, they reported the account). I have provided every single document to show I am the one paying for everything and I am the one who is responsible for e expenses but they are making this process more h*ll.
They have not tried to wrk with me at all....only threatening me.
It only raise less than $3k and they are freezing the funds and threatened to take them back. 
In addition they charge 2.9% in fees plus .30cent per dollar raised. I do not recommend using them to raise money. Try creating your own fundraising with direct pay so you’ll avoid the fees and headaches. You can’t call no one and they only work thru email so their is no compassion or empathy. Be careful using this place.",1,False,Worst experience- Death of my Sons Father,Theyoungs2218,
26,2020-07-10 17:22:58,The GoFundMe app is super convenient to have a or use with a fundraiser and or campaign that your hosting or providing funds for. The only issues that I have come across is that sometimes the supporters have left comments with their donations and it doesn’t allow you to read them. Other than that I haven’t had any problems at all. I’m very thankful for the Go Fund Me company as it has helped my family to be able to raise enough money to help cover a portion of the costs for a pancreatic transplant surgery I have to get done in order to help save my life. If it wasn’t for this company I have no idea how I would have been able to get an organized fundraiser like this together and to be able to share it with hundreds of people. I’m more than happy to have them take a portion of my donations to help support their business for helping me and my family.,4,False,"Great app, just minor problems",Froggy Kristi,
27,2022-12-21 19:06:43,"I didn’t even get my money for my kids Christmas. They had the wrong routing number and sent it to the wrong bank, it was almost impossible to get a message to them to tell them then they wanted proof I didn’t get it. I gave them that then they said unless I get paperwork from the bank that it was sent to that they can’t help me. Now tell me how I get paperwork from a bank that I can’t even get to?? I call the bank and they say they need a paper from GoFundMe before they can help me. I can’t even figure out how to even tell go fund me that because their customer service is crap you have limited things you can say to a robot then you gotta email a request to talk to the hem and then you get no where at all they don’t help you at all and didn’t care if I got my kid’s Christmas money or not! So I never even got my money that was donated to me by my friends. Don’t use them use cash app atleast they have a customer service phone number geez! And you can easily request money.",1,False,Ridiculous!!!,reshrake,
28,2022-03-10 05:52:21,"Hi. I rated 5 stars because I love the app and I’m so happy for the ones whose lives are terrible because they are getting millions now even if it is pics from the internet or trending politics or photoshopped. Google pixel phones definitely help the fake. 

Anyways, can you please make it easier for the fun and talented people to be funded and not just the sad stuff? We are people to and we also struggle. Maybe not as bad but a little help would be nice as much attention as we give God praying. I don’t mean to sound mean or rude. It’s just, I see a lot of politics and fake sad things. People using kids to get rich. We need fun and creativity to be funded.

Maybe you could make an app just for the creative side to be funded and have this app for the sad tragedies.",5,False,Make It Easier To Fund Creative Talented People,CuteWolfy12321,
29,2022-12-20 07:14:59,"Gofundme has actually helped me 2 tragic incident. The first time was in July 2021 my daughter was tragically murdered in San Diego. I’m a disabled lady on SSI . I needed to take care of her final expenses and they helped me You the public helped me Know my dog Japanese chin was being watched by a friend while I was in the hospital. Somehow she escaped and was hit by a car who left her to die! She was taken to emergency vet where I told she needs orthopedic surgeon on her broken femur!! Because of Gofundme and you the public I was able to afford her pain medication, her X rays and a brace & we are very close to being able to schedule the surgery we still have to raise a little more but we are closer and closer and it will happen!! Thank you god bless there are kind caring people in the world still!!",5,False,Gofundme saving my dogs life,Mamabelle68,
30,2020-12-29 22:42:43,"We opened an account for fellow employees who were let go due to Covid.   We reached our goal in just 5 days and we were ready to get them some $ in time for the holidays.  But NO.   GoFundMe held our funds.   They said update your “story”. Include more about the distribution.  We did.  No change to our account.  They emailed and asked for a form to be filled out.  It was (immediately) and sent back same day..... no release.  So we tried to call.    NO phone number. Anywhere!    We tried to live chat.  But the link is only available when you can see it..... we’ve never seen it.  Just the email option.  Which they say they will answer in 1-4 business days.  No weekends for you customers.  And 4 business days?   That’s a week.  So here we sit.   Waiting.  No response.  I now email them every day.   Nothing.  
So I’m not sorry I took on this project for others less fortunate but I’m sorry we chose GFM.   Maybe they’ll allow us to get the money out in time for Valentine’s Day. They’ve ruined our original plan.",1,False,Horrible customer service,loppy ,
31,2022-02-15 22:50:27,"I’ve never used this platform before but life has been crazy. My litters of kittens all passed around an eye infection and currently half of them have colds. Back to the vet. My vet is really helping, so with Go Fund Me I am optimistic that I can raise enough to get my fur babies healthy. My brother who had everything, recently committed suicide so I’m not working as I go through recovery from my grief. Your gifts have really helped. My brother, Scott was my best friend who incidentally loved my cat family.  I had offered him  a kitten to help with his depression but was not given the opportunity to put one in his hands. Animals are so therapeutic! Thanks again Go Fund Me Family. BTW, I only to raise about $1,000 not $5,000. I’m trying to change the amount on the app. Blessings to all of you!!",5,False,I’m so grateful.,kim 831,
32,2022-07-06 02:07:03,"Thank you for being available for us! You have given us an easy to use platform to connect with folks all over the country to help make this project happen and make repairs to an old historical cemetery. We had no real way to connect and discover who is out there and interested in the restoration. It is because of this platform folks are joining our project! Friendship are being made and discovering old friends have become possible! In these trying times our project supporters are becoming united over our common project to rebuild a restore a piece of our history and our family’s history. Generations are uniting, love and doing good deeds to help others a reality because of you!",5,False,This has given us the opportunity like no other!,Caroline Harrod,
33,2021-03-31 03:18:51,I first thank God. I’m a First timer with using the go fund me.I don’t know all of the inns and outs but I know just the basics that has gotten us by. It has truly been extremely helpful for me and my family. I was really afraid of being let down in my time of need. Was hesitant that it was a scam or they want to charge A large percentage or take most of what you receive. Unfortunately I just don’t have any who was fortunate to be able to help us so my last option was to reach out to this page and it has been very helpful. I’m one who is not use to getting help. I’m use to it and I’m ok with it. I’m the one that always help others and not expecting anything in return. If it wasn’t for this go fund me I would be lost. I would not have had this much help at all guaranteed.,5,False,Herman Felisha george,herman felisha george,
34,2022-03-09 12:45:10,"I created a fundraiser to help raise money for a family coming to the United states. They are in a really bad situation and legally have the green light to seek refugee status, but need money to do so. GoFundMe did the proper review to ensure the funds I was raising were going to the appropriate place I stated they were for. They questioned some of the costs and had me sign an attestation form. All good and totally understand the need for this. This all took about 2 weeks of going back and forth and ensuring they had all the information they required. I signed an attestation form and they blessed off on the fundraiser. This was 2 weeks ago, and they still will not release the money. I cannot get any response from their “support” link. The gofundme employee I was dealing with just does not respond. I hate to complain, but honestly do not really know what next steps to take. I WOULD NOT recommend using this platform to anyone who was raising money for any cause. Extremely frustrating",1,False,Terrible Service/ 0 support,RTCR10,"{'id': 29408380, 'body': ""We apologize for the frustrating experience you have had with us, that's definitely not what we'd want our customers to experience. If you change your mind and would like to give us another chance, our team would be more than happy to assist you again. You can reach us directly via this form at any time: https://www.gofundme.com/contact/suggest"", 'modified': '2022-04-26T15:05:21Z'}"
35,2020-08-26 01:43:56,"I am blind and using  voice over mode on my phone to try and donate to a cause. So far I’ve spent about 20 minutes and I’ve gotten nowhere. It appears to be due to an accessibility issue. I went on the website and filled out my name and card information and as soon as I got to the end where it asked for my donation amount I click on the text box and nothing happens. I am unable to include an amount. I clicked on the text box for the amount multiple times, but nothing ever happens. I even downloaded the app and it takes me to the website again to try and donate. I’m not gonna fill out my information multiple times when the website still doesn’t work so unfortunately I am unable to donate. Also, many buttons are unlabeled on the app. So while scrolling through I hear lots of information on the screen that just says the word button. If these accessibility issues could be corrected, that would be great. Thanks",2,False,Accessibility,Lucky 10382,"{'id': 17578239, 'body': 'We apologize for the trouble and thank you for the feedback. With suggestions like yours, we can make the site better for all. For further help, please visit our Help Center: https://support.gofundme.com/hc/en-us\n\n___\n\nCustomer Happiness\nGoFundMe\n\n«img src=""https://api.myreadreceipts.com/zd/track?tid=6910652&ts=2020-08-29T20:19:30-07:00&aid=395137315852&oid=gofundme""»', 'modified': '2020-08-30T03:19:40Z'}"
36,2018-07-27 11:40:35,"This app is user-friendly with details that enhance the experience. For instance, updates with photos help to communicate to your audience. It is a little challenging at first to figure out the differences between sharing tools and it doesn’t manage to whom you have or haven’t sent the link. I received messages that I hadn’t shared on Facebook for days, when updates actually go to Facebook. Also, videos are challenging because you can’t link a previously shot one. The fee is reasonable at 3% with a 30 cent charge per transaction. The withdrawal process is very simple and once established, continues without updating. And there is a thank you template that once written can be used and adapted again and again. So while there are a few kinks, the overall system is brilliant and helpful toward the intended purpose.",4,False,An easy platform for fundraising,persnickety post,
